"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp; success like never before..",Donald J. Trump
"Just got back only to hear of a last minute change allowing a Never Trumper attorney to help Robert Mueller with his testimony before Congress tomorrow. What a disgrace to our system. Never heard of this before. VERY UNFAIR, SHOULD NOT BE ALLOWED. A rigged Witch Hunt!",Donald J. Trump
I go along with Joe!,Donald J. Trump
President Obama's #ImmigrationAction could have a big impact on reducing the deficit.,Barack Obama
"This is work for all Americans, and not just some. Not just whites. Not just blacks. -President Obama #Selma50 #MarchOn",Barack Obama
"California is trying to meddle with a ballot in order to oppose President Trump, and it's clearly something California is not allowed to do. It violates the right of the Republican Party, or any party, to choose its leaders under the Free Speech clause, and under the 14th.....",Donald J. Trump
Tune in at 3:45 p.m. ET to watch President Obama speak from Michigan about the resurgent American auto industry:,Barack Obama
Enroll today for health insurance that starts on February 1st:,Barack Obama
How many can you answer? Test your knowledge about the minimum wage:  #RaiseTheWage,Barack Obama
Check out these great photos from this year's #EasterEggRoll:  #TBT,Barack Obama
I sent Congress a bold new plan to bring down the cost of community college to zero. -President Obama #CollegeOpportunity,Barack Obama
Thank you Eric. So true!,Donald J. Trump
Remembering the Miracle of 1989 by Carl Bildt @ProSyn,Toomas Hendrik Ilves
Retweet if you agree with President Obama. #SOTU,Barack Obama
"Looking forward to watching @SarahHuckabee Sanders tomorrow morning on @FoxandFriends, by far the #1 rated show on Morning Cable at 8:30am. Sarah will be an incredible addition to @FoxNews!",Donald J. Trump
"Germany, and so many other countries, have negative interest rates, they get paid for loaning money, and our Federal Reserve fails to act! Remember, these are also our weak currency competitors!",Donald J. Trump
LIVE: President Obama is talking about how strengthening retirement security is good for the middle class.,Barack Obama
That is the important question. You need to be able to verify your vote. This does not exclude digital methods but is absolutely necessary,Toomas Hendrik Ilves
"They would, wouldn't they?",Toomas Hendrik Ilves
"The New York Times will be out of business soon after I leave office, hopefully in 6 years. They have Zero credibility and are losing a fortune, even now, especially after their massive unfunded liability. I'm fairly certain they'll endorse me just to keep it all going!",Donald J. Trump
This completes the merger between Russian state-sponsored propaganda and American conservative media. - Clint Watts,Toomas Hendrik Ilves
The number of uninsured Americans continues to drop within the first two months of 2015:,Barack Obama
"Today, we honor Malala and Kailash's achievements. -President Obama on the Nobel Peace Prize announcement",Barack Obama
The most important marketplace open today:  #GetCovered,Barack Obama
"My fellow Americans, we too are a strong, tight-knit family. We, too, have made it through some hard times. -President Obama #SOTU",Barack Obama
"I have feeling this spin -- the backstop was a UK demand -- is not going to really fly with anyone from among, to borrow an old American term, the ditto-heads",Toomas Hendrik Ilves
We all have a part to play to make sure that everybody's got a fair shot in this society. -President Obama,Barack Obama
Russia's Fast-Growing 'Youth Army' Aims to Breed Loyalty to the Fatherland,Toomas Hendrik Ilves
BBC News - Trump's doctored presidential seal leads to firing,Toomas Hendrik Ilves
"Before the ball drops, make sure you chip in to help fight for change in 2015:",Barack Obama
Just landed in Pennsylvania. Looking forward to making a speech on energy. So important!,Donald J. Trump
"Gee, @GermanyDiplo , any official word on why the Baltic Way took place on this day? And what 23.08.89 was the 50th anniversary of?",Toomas Hendrik Ilves
"Beijing's infrastructure projects may grab headlines, but its efforts to shape the media are more dangerous.",Toomas Hendrik Ilves
You give me hope. You guys are doing extraordinary things. -President Obama to @OFA supporters,Barack Obama
"No Lindsey, it was a sign of strength that some people just don't understand!",Donald J. Trump
Take this short survey about health care:,Barack Obama
President Obama is doing what he can to fight for middle-class families. Take a stand on this:,Barack Obama
Everything is just fine... and getting better every day.  via @thedailybeast,Toomas Hendrik Ilves
LAST CALL: Enroll now and have health insurance on February 1st.,Barack Obama
The deadline is here. Go #GetCoveredNow:,Barack Obama
"Instead of passing comprehensive immigration reform, the House just voted to roll back progress. It's time for solutions, not politics.",Barack Obama
Great reception in Jamestown by both REPUBLICANS &amp; DEMOCRATS. Respect for our Country's incredible Heritage. Thank you!,Donald J. Trump
Add your name if you support the President's historic agreement with China on climate change:  #ActOnClimate,Barack Obama
My compendium of developments in digital democracy 26 July-9 August.,Toomas Hendrik Ilves
"Democrats want Open Borders and Crime! So dangerous for our Country. But we are building a big, beautiful, NEW Wall! I will protect America, the Dems don't know where to start!",Donald J. Trump
"In other words, at the least, Putin got what he wanted.",Toomas Hendrik Ilves
"The FBI, local and state law enforcement are working together in El Paso and in Dayton, Ohio. Information is rapidly being accumulated in Dayton. Much has already be learned in El Paso. Law enforcement was very rapid in both instances. Updates will be given throughout the day!",Donald J. Trump
"Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He's like a golfer who can't putt, has no touch. Big U.S. growth if he does the right thing, BIG CUT - but don't count on him! So far he has called it wrong, and only let us down....",Donald J. Trump
"In a hypothetical poll, done by one of the worst pollsters of them all, the Amazon Washington Post/ABC, which predicted I would lose to Crooked Hillary by 15 points (how did that work out?), Sleepy Joe, Pocahontas and virtually all others would beat me in the General Election....",Donald J. Trump
E.U. slaps down Johnson's opening gambit to renegotiate Brexit agreement - The Washington Post,Toomas Hendrik Ilves
".@SteveHiltonx The Democrats statements about Donald Trump are lies. Here are the Facts. I will soon be posting the entire segment. Too much positive news, too many good things, to Tweet. PLEASE BE SURE TO WATCH! Thank you Steve Hilton for being a real pro and not being afraid!",Donald J. Trump
....Fed: There is almost no inflation!,Donald J. Trump
DEADLINE: Sign up today for health insurance that starts on January 1st.,Barack Obama
"Russian-sponsored hackers could have modified U.S. voter data, but didn't",Toomas Hendrik Ilves
"We gave Nadler and his Trump hating Dems the complete Mueller Report (we didn't have to), and even Mueller himself, but now that both were a total BUST, they say it wasn't good enough. Nothing will ever be good enough for them. Witch Hunt!",Donald J. Trump
"Seventy-five years after the launching of existentialism, it continues to speak to the human situation-especially today, with the rise of authoritarian leaders and illiberal democracies on both sides of the Atlantic that deny the humanity of those who do not resemble them.",Toomas Hendrik Ilves
"Here we go with the Fake Polls. Just like what happened with the Election against Crooked Hillary Clinton. ABC, NBC, CNN, @nytimes, @washingtonpost, they all got it wrong, on purpose. Suppression Polls so early? They will never learn!",Donald J. Trump
Oh FFS.,Toomas Hendrik Ilves
Trump dossier author Steele gets 16-hour DOJ grilling - POLITICO,Toomas Hendrik Ilves
"Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not allow us to do what we must do. They put us at a disadvantage against our competition. Strong Dollar, No Inflation! They move like quicksand. Fight or go home!",Donald J. Trump
#G7Biarritz,Donald J. Trump
C.I.A. Informant Extracted From Russia Had Sent Secrets to U.S. for Decades,Toomas Hendrik Ilves
"President Obama sat down with @voxdotcom to discuss health care, the economy, and America's position in the world:",Barack Obama
"And he's the minister of the interior, i.e. the country's top cop.",Toomas Hendrik Ilves
"Consideration is being given to declaring ANTIFA, the gutless Radical Left Wack Jobs who go around hitting (only non-fighters) people over the heads with baseball bats, a major Organization of Terror (along with MS-13 &amp; others). Would make it easier for police to do their job!",Donald J. Trump
Re-upping due to apparent broken link:  @petrit,Toomas Hendrik Ilves
"Somali refugees arresed in Tucson on way to Egypt. They were in touch with an agent posing as a terrorist. One of them stated, The best wake up call is Islamic State to get victory or another 9/11. Get smart people! #MAGA #KAG @foxandfriends",Donald J. Trump
"Host Violent Content? In Australia, You Could Go to Jail - The New York Times",Toomas Hendrik Ilves
Read how President Obama is working to minimize public health risks from climate change:  #ActOnClimate,Barack Obama
Thank you!,Donald J. Trump
"Autos to big tech, here's where Europe is pulling away from the U.S.  via @bbgvisualdata",Toomas Hendrik Ilves
"LIVE: President Obama is speaking with @BlogHer and @SheKnows about equal pay, paid leave, and more.  #ObamaTownHall",Barack Obama
How the Trump Campaign Used Facebook Ads to Amplify His 'Invasion' Claim,Toomas Hendrik Ilves
Watch President Obama and the First Lady wish all Americans a merry Christmas and happy holidays:,Barack Obama
Today is a great day to #GetCovered:,Barack Obama
"With all that this Administration has accomplished, think what my Poll Numbers would be if we had an honest Media, which we do not!",Donald J. Trump
This is an important thread,Toomas Hendrik Ilves
"Coming up on the 25th anniversary of the removal of Russian forces from Estonia, 31.08.1994, the sign says &lt;-- Nuclear warhead depot hangars. The sign was not there -- a duh -- 25 years ago.  A reminder of how my country, now 15 years in the EU and NATO, was  under occupation",Toomas Hendrik Ilves
I guess Estonia ranks too high,Toomas Hendrik Ilves
We know what works. We know what we have to do. We've just got to put aside the stale and outmoded debates. -President Obama,Barack Obama
"Brett Kavanaugh should start suing people for libel, or the Justice Department should come to his rescue. The lies being told about him are unbelievable. False Accusations without recrimination. When does it stop? They are trying to influence his opinions. Can't let that happen!",Donald J. Trump
LIVE: The President answers questions from students and faculty at Ivy Tech Community College in Indianapolis.,Barack Obama
"Terrence K. Williams, You can't impeach Trump for being a winner!",Donald J. Trump
"With these statements and the RU MFA propaganda blitz around 23, 31 August and 1 September anniversaries, it seems Moscow is experiencing a collective mental breakdown. But if you identity your country with the USSR, it's inevitable.",Toomas Hendrik Ilves
Populism: The corrupting of democracy  via @TheEconomist,Toomas Hendrik Ilves
Saving the American auto industry was the right thing to do. -President Obama #MadeInAmerica,Barack Obama
The Onion but I had to check. Because everything is possible,Toomas Hendrik Ilves
And if they miss the deadline?,Toomas Hendrik Ilves
Every day is #LoveYourPetDay.,Barack Obama
"Your voice matters. Own a piece of this movement, and let's start 2015 off strong:",Barack Obama
"This is flyover Vergangenheitsbewaltigung. Another German foreign minister in Moscow with new cooperation exactly 80 years after earlier visit offering a unique form of co-operation. No statement, tho, about the flyover countries who lost millions as a result of 23.08.39",Toomas Hendrik Ilves
"Learn about the legacy of Selma, listen to stories from courageous civil rights activists, and #MarchOn:",Barack Obama
"If you do one meaningful thing today, take the pledge to help Americans get covered:",Barack Obama
The Media's Mueller Meltdown @JesseBWatters,Donald J. Trump
Alice @alicetweet Stewart: Thank you for the nice words while on @CNN concerning the TWO big Republican Congressional victories. You'd be great on a network with much higher ratings. Keep up the good work!,Donald J. Trump
We need a tax code that truly helps working Americans trying to get a leg up in the new economy. -President Obama #SOTU,Barack Obama
Thank you both. Sooo nice!,Donald J. Trump
"It's always fun to have people from what after all is the ehemalige Dritten Reich lecture and patronize people from the ehemalige Sovjetunion about how they should view their own history. Tbh, it's actually schamlos. Especially when it comes to the Molotov-Ribbentrop Pact.",Toomas Hendrik Ilves
"FEC chair summons Facebook, Twitter, Google to disinformation session",Toomas Hendrik Ilves
"Yes! @sarahkendzior brings us back to the bigger picture. The US faces far more issues than the ones raised again and again in every debate. But then again, that would require the journalists querying the candidates to know something about these things too.",Toomas Hendrik Ilves
I will keep doing everything I can to help more working families make ends meet and get ahead. -President Obama,Barack Obama
This is the real and only story!,Donald J. Trump
You shouldn't feel like you can't make mistakes at this point. -President Obama to Noah McQueen  #MyBrothersKeeper,Barack Obama
"So far, you've had Tariffs imposed on 300 Billion Dollars worth of Chinese products, but you can't tell me that it has hurt our economy...&amp; it really hasn't led to any kind of serious rise in prices at the consumer level. @Varneyco  @FoxBusiness  And we are taking in $Billions!",Donald J. Trump
"Great meetings at the @G7 in Biarritz, France! #G7Biarritz",Donald J. Trump
The Nazi-Soviet Pact in broader perspective:,Toomas Hendrik Ilves
"Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the Election. Go for it Republicans, there is always plenty of time to CUT!",Donald J. Trump
"Get covered today, and you'll have health insurance on day one of 2015:",Barack Obama
Governments Countering Disinformation: The Case of Sweden,Toomas Hendrik Ilves
Rolling back Richard Nixon...,Toomas Hendrik Ilves
"Has the new law worked? For many, the answer is a resounding yes. More from @AsburyParkPress:  #Obamacare",Barack Obama
"Check this off your to-do list: Find quality, affordable health care.  #GetCovered",Barack Obama
This is undeniable progress on the minimum wage. Congrats to the @OFA volunteers who are fighting to #RaiseTheWage.,Barack Obama
"We are doing very well with China, and talking!",Donald J. Trump
LAST CHANCE: Sign this holiday card for President Obama before it's too late.,Barack Obama
"It's official: The economy added 252,000 jobs in December, making 2014 the best year for job growth since 1999.",Barack Obama
A first thought on Vadim Sokolov: FSB  via @wordpressdotcom,Toomas Hendrik Ilves
"Not Stairway to Heaven, I hope",Toomas Hendrik Ilves
"After the worst economic crisis of our lifetimes, over the past five years our economy has created 12 million new jobs. -President Obama",Barack Obama
Watch President Obama and @FLOTUS reflect on their visit to Selma:  #Selma50,Barack Obama
"America's businesses have added more than 200,000 jobs each month for 12 straight months. -President Obama",Barack Obama
"Just departed New Mexico for California, where we are delivering results!",Donald J. Trump
"I agree with @jimcramer, the Fed should lower rates. They were WAY too early to raise, and Way too late to cut - and big dose quantitative tightening didn't exactly help either. Where did I find this guy Jerome? Oh well, you can't win them all!",Donald J. Trump
Putin went further. He banned European foodstuffs altogether,Toomas Hendrik Ilves
"ICYMI, for all who are sick of the hoodies in all forms used to illustrate *any* article on the cyber",Toomas Hendrik Ilves
"Yet another reminder: When a tech giant says its AI listens to you, it means humans listen to you. Right, Facebook?  via @theregister",Toomas Hendrik Ilves
Perhaps never in the history of our Country has someone been more thoroughly disgraced and excoriated than James Comey in the just released Inspector General's Report. He should be ashamed of himself!,Donald J. Trump
"Next up, the Kingdom of England...",Toomas Hendrik Ilves
"Our great @JudgeJeanine has just written a book that will add to the tremendous success of her last number one best seller. It's called, Radicals, Resistance, and Revenge, The Left's Plot To Remake America. It is a FANTASTIC book. Go get it! @foxandfriends",Donald J. Trump
Protecting working Americans' paychecks shouldn't be a partisan issue. -President Obama,Barack Obama
"Maria, despite all of their will and energy, it won't work!",Donald J. Trump
How Twitter Bots and Trump Fans Made #ReleaseTheMemo Go Viral,Toomas Hendrik Ilves
We can't govern from crisis to crisis. Add your name if you support a long-term plan to #FundDHS:  #EnoughAlready,Barack Obama
Facebook faces research reckoning  via @financialtimes,Toomas Hendrik Ilves
"CONGRATULATIONS @EricTrump and @LaraLeaTrump, on the birth of Carolina Dorothy Trump. So proud!",Donald J. Trump
A superb piece. Do read on how the Macron campaign outwitted the attempt to disrupt the election. It won't be so easy the next time.,Toomas Hendrik Ilves
"At a time when the economy is picking up speed and growing again, we've got to work twice as hard. -President Obama",Barack Obama
this takes psy-ops to a new level. Is it a GRU K-9 dog?,Toomas Hendrik Ilves
"A sad day for the Democrats, Kirsten Gillibrand has dropped out of the Presidential Primary. I'm glad they never found out that she was the one I was really afraid of!",Donald J. Trump
Find out which senators just went on the record to say that man-made climate change isn't real:  #ActOnClimate,Barack Obama
"Watch the weekly address: For Veterans Day, President Obama pays tribute to the men and women in uniform.",Barack Obama
"Beautiful Welcome Ceremony at the Pentagon this morning for our new Secretary of Defense, Mark @EsperDoD!",Donald J. Trump
Only a few hours left to make sure your name is on @OFA's holiday card for President Obama:,Barack Obama
"While Madeleine Westerhout has a fully enforceable confidentiality agreement, she is a very good person and I don't think there would ever be reason to use it. She called me yesterday to apologize, had a bad night. I fully understood and forgave her! I love Tiffany, doing great!",Donald J. Trump
"Great new book, Justice On Trial, The Kavanaugh Confirmation and the Future of the Supreme Court. Fantastic job by Mollie Hemingway and Carrie Severino!",Donald J. Trump
"The U.S. may be getting a little bit lucky with respect to Hurricane Dorian, but please don't let down your guard. As it heads up the coast, lots of very bad and unpredictable things can happen! On the other hand, the Bahamas have been devastated. We are sending crews to help!",Donald J. Trump
"Senate is working hard on America's Transportation Infrastructure Act. Will have BIG IMPACT on our highways and roads all across our Nation. Interest strong from Republicans and Democrats. Do I hear the beautiful word, BIPARTISAN? Get it done. I am with you!",Donald J. Trump
16 million people or more have health insurance that didn't have it before. -President Obama on #Obamacare,Barack Obama
EU officials don't relish the idea of no deal - but they are prepared to play hardball | Brexit | The Guardian,Toomas Hendrik Ilves
All Trump Haters and Lovers must watch. Thank you Steve Hilton!,Donald J. Trump
"Thanks to the hard work of the American people, America's coming back. -President Obama",Barack Obama
"The Democrat Congresswomen have been spewing some of the most vile, hateful, and disgusting things ever said by a politician in the House or Senate, &amp; yet they get a free pass and a big embrace from the Democrat Party. Horrible anti-Israel, anti-USA, pro-terrorist &amp; public.....",Donald J. Trump
"Molotov-Ribbentrop Pact: No 'Alternative' Soviet Facts, Please.",Toomas Hendrik Ilves
Health care reform is helping millions of Americans. Keep the momentum going:,Barack Obama
"Long before being nerdy was cool, there was Leonard Nimoy. -President Obama #LLAP",Barack Obama
Christianity and Marxism: Church leaders in central and eastern Europe remain surprisingly loath to condemn their old adversary  via @TheEconomist,Toomas Hendrik Ilves
"There's fraud, and then there's backdoor routers, fenced logins, malware, and bribing AT&amp;T staff seven figures to unlock 2m phones  The Register",Toomas Hendrik Ilves
Thank you Amy!,Donald J. Trump
My favorite security policy advisor and director of the NATO Cyber Center @ccdcoe,Toomas Hendrik Ilves
"This is a new record-breaking level: In 2013, vehicle mileage averaged 24.1 miles per gallon.",Barack Obama
Thank you Ivanka. Really Amazing!,Donald J. Trump
"Retweet if you want to see solutions, not political games. #NoMoreGames",Barack Obama
EU's top court curtails Gazprom access to Nord Stream pipeline link,Toomas Hendrik Ilves
Q2 GDP Up 2.1% Not bad considering we have the very heavy weight of the Federal Reserve anchor wrapped around our neck. Almost no inflation. USA is set to Zoom!,Donald J. Trump
"What a glorious task we are given, to continually try to improve this great nation of ours. -President Obama #Selma50 #MarchOn",Barack Obama
"....I don't want to Win for myself, I only want to Win for the people. The New @FoxNews is letting millions of GREAT people down! We have to start looking for a new News Outlet. Fox isn't working for us anymore!",Donald J. Trump
"Why would they run for parliament then? In any case, it would be good if all these people, their pictures and names were posted on @twitter. These are assigned seats so it should be easy to know who the boors are. Posteriority for posterity.",Toomas Hendrik Ilves
"South Dakota has been experimenting with a similar system. First past the post may not be compatible with the manipulations of the digital era. And since the US won't go over to multiple mandate electoral districts, this may be the way to go.",Toomas Hendrik Ilves
"Those Tweets were NOT Racist. I don't have a Racist bone in my body! The so-called vote to be taken is a Democrat con game. Republicans should not show weakness and fall into their trap. This should be a vote on the filthy language, statements and lies told by the Democrat.....",Donald J. Trump
She seems like a very happy young girl looking forward to a bright and wonderful future. So nice to see!,Donald J. Trump
"Biggest crowd EVER, according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems &amp; their Partner, LameStream Media, saying Arena empty. Check out pictures. Fake News. The Enemy of the People!",Donald J. Trump
"The LameStream Media has gone totally CRAZY! They write whatever they want, seldom have sources (even though they say they do), never do fact checking anymore, and are only looking for the kill. They take good news and make it bad. They are now beyond Fake, they are Corrupt..",Donald J. Trump
"Received an update on Air Force One at MCAS Cherry Point in North Carolina, regarding damage caused by Hurricane Dorian.",Donald J. Trump
"I am pleased to inform you that the Honorable Joseph Maguire, current Director of the National Counterterrorism Center, will be named Acting Director of National Intelligence, effective August 15th. Admiral Maguire has a long and distinguished....",Donald J. Trump
The President is taking action to help fix our immigration system-now Congress must do its part. #ImmigrationAction,Barack Obama
"Happy Halloween, everybody. I see a lot of you came as college students. - President Obama at Rhode Island College",Barack Obama
Jackie Robinson West All Stars: America's champions.,Barack Obama
"Massive amounts of money from China and other parts of the world is pouring into the United States for reasons of safety, investment, and interest rates! We are in a very strong position. Companies are also coming to the U.S. in big numbers. A beautiful thing to watch!",Donald J. Trump
An idea liked by many?,Donald J. Trump
"Puerto Rico is in great shape with Hurricane Dorian taking a largely different route than anticipated. Thank you to FEMA, first responders, and all, for working so hard &amp; being so well prepared. A great result! The bad news, Florida get ready! Storm is building and will be BIG!",Donald J. Trump
I'm going to squeeze every last bit of opportunity to make the world a better place over these last two years. -President Obama,Barack Obama
"The question I was asked most today by fellow World Leaders, who think the USA is doing so well and is stronger than ever before, happens to be, Mr. President, why does the American media hate your Country so much? Why are they rooting for it to fail?",Donald J. Trump
Every decision I make is aimed at one goal-that is to restore opportunity to everyone who works hard for it. -President Obama #ConnectED,Barack Obama
U.S. Officials Suspect New Nuclear Missile in Explosion That Killed 7 Russians,Toomas Hendrik Ilves
Ensuring equal pay for women is a no-brainer. -President Obama #EqualPayNow,Barack Obama
"Great news: At the start of 2015, workers in twenty states saw an increase to the minimum wage.  #RaiseTheWage",Barack Obama
Retweet if you think President Obama did the right thing by taking action to help fix our broken immigration system. #ImmigrationAction,Barack Obama
This country does best when everyone gets their fair shot. -President Obama #SOTU,Barack Obama
LIVE: President Obama is participating in a town hall at @BenedictEDU about youth opportunities.,Barack Obama
Thanks @JudgeJeanine!,Donald J. Trump
My compendium of developments in democracy in the digital era:,Toomas Hendrik Ilves
We are a nation of immigrants. It has always given America a big advantage over other nations. -President Obama,Barack Obama
Three days left:  #GetCovered,Barack Obama
"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Congratulations to both countries!",Donald J. Trump
Today a college degree is the surest ticket to the middle class. -President Obama #CollegeOpportunity,Barack Obama
This alpha male meme is rather funny.  Behavior patterns ethologists observed among baboons (you know the ones with the big pink shiny behinds) applied to politicians. Why the aggressive behavior of simians without opposable thumbs is  a positive in human males is beyond me.,Toomas Hendrik Ilves
But Russia says there was no spoke in radiation,Toomas Hendrik Ilves
"NO COLLUSION, NO OBSTRUCTION!",Donald J. Trump
Thank you Brandon!,Donald J. Trump
Chag Sameach. #HappyHanukkah,Barack Obama
"It's not just good for our businesses, it's good for our workers. -President Obama #LeadOnTrade",Barack Obama
Tune in at 2:15 p.m. ET to watch President Obama take questions from students on jobs and education at a town hall:,Barack Obama
The President discusses the importance of health care and marriage equality progress in his interview with @BuzzFeed:,Barack Obama
14 of the 15 warmest years on record have all fallen in the first 15 years of this century. -President Obama #SOTU #ActOnClimate,Barack Obama
"Oh boy, he wasn't kidding when he said he didn't believe in liberal democracy.  via @indexhu",Toomas Hendrik Ilves
It simply steals them.,Toomas Hendrik Ilves
Climate change deniers are running out of excuses. #ActOnClimate,Barack Obama
The President will speak in Nashville at 3:25 p.m. ET about how to fix our broken immigration system. Tune in:,Barack Obama
"Over 58 straight months of growth, the private sector has added 11.2 million jobs.",Barack Obama
IMPORTANT: Congress is only one day away from another shutdown. #EnoughAlready,Barack Obama
Watch at 8 p.m. ET: President Obama is laying out common-sense steps forward on immigration:  #ImmigrationAction,Barack Obama
There's still time to sign the @OFA holiday card for the President:,Barack Obama
Farage says Brexit is more important than keeping the UK from splitting apart,Toomas Hendrik Ilves
Meet the Florida Duo Helping Giuliani Investigate for Trump in Ukraine,Toomas Hendrik Ilves
Climate change can no longer be denied-or ignored. -President Obama  #ActOnClimate,Barack Obama
The best way to solve this system is by working together. -President Obama #ImmigrationAction,Barack Obama
Chip in $5 right now to support @OFA go all in for health care:,Barack Obama
The typical family this year should save more than $700 at the pump. -President Obama,Barack Obama
"Cyber Deterrence Needs People, Not Weapons - Foreign Policy",Toomas Hendrik Ilves
"Our economy added 321,000 jobs in November, the most in nearly three years:  #ActOnJobs",Barack Obama
Even the EU condemned...,Toomas Hendrik Ilves
Make this simple commitment: Say you'll help spread the word about health care enrollment.,Barack Obama
LIVE: Celebrate the start of the holiday season by watching the National Christmas Tree lighting at the @WhiteHouse.,Barack Obama
"WATCH: #With1010, hard-working Americans earning the minimum wage will get a leg up.",Barack Obama
The deficit has come down by two-thirds since I've been president. -President Obama,Barack Obama
Look forward to being with our great India loving community!,Donald J. Trump
Thank you @PeterSchweizer!,Donald J. Trump
A  depressing but thought-provoking thread from @ClaireBerlinski,Toomas Hendrik Ilves
Max Weber Diagnosed His Time and Ours  via @ForeignAffairs,Toomas Hendrik Ilves
"Budget Deal gives great victories to our Military and Vets, keeps out Democrat poison pill riders. Republicans and Democrats in Congress need to act ASAP and support this deal.",Donald J. Trump
"Unbeknownst to almost everyone, the major Taliban leaders and, separately, the President of Afghanistan, were going to secretly meet with me at Camp David on Sunday. They were coming to the United States tonight. Unfortunately, in order to build false leverage, they admitted to..",Donald J. Trump
Such a sad and pathetic fall for @CNN and Jeff Z!,Donald J. Trump
"The Radical Left Democrats and their Fake News Media partners, headed up again by Little Adam Schiff, and batting Zero for 21 against me, are at it again! They think I may have had a dicey conversation with a certain foreign leader based on a highly partisan whistleblowers..",Donald J. Trump
"In British PM race, a former Russian arms tycoon wields influence",Toomas Hendrik Ilves
"I once counted 50 feral pigs, 4 boar, the rest sows and piglets on my farm in Estonia. They may root in fields, causing lots of damage but if they see a human they flee.  A shot in the air would do the trick too. No need whatsoever to shoot them. Sorry but I call BS on this story",Toomas Hendrik Ilves
That'll show all those russophobes..,Toomas Hendrik Ilves
Of course not. Did you who voted to re-instate the serial violator of human rights and international law really think it would?,Toomas Hendrik Ilves
Estonia's hard-line interior minister wants to unilaterally revoke visa freedom to Ukrainians  via @estonianworld,Toomas Hendrik Ilves
More Russian illiberal democracy,Toomas Hendrik Ilves
Read the latest op-ed from @vj44 about the importance of paid family leave:  #LeadOnLeave,Barack Obama
My great honor!,Donald J. Trump
Estonia's muslim community dates from the 19th Century. Head of the muslim community Timur Sufeilin was a significant figure in the struggle to re-establish independence.  #ERR,Toomas Hendrik Ilves
"Time for a new tack, I guess.",Toomas Hendrik Ilves
Tune in at 3:40 p.m. ET to watch President Obama lay out new steps to increase access to #BetterBroadband:,Barack Obama
Crowd-sourcing is not the unalloyed good that it's made out to be as this mass attack by nutcases from around the world shows,Toomas Hendrik Ilves
Now the Fed can show their stuff!,Donald J. Trump
ICYMI: The United States has made a groundbreaking deal with China on cutting carbon pollution.  #ActOnClimate,Barack Obama
"Missouri Sen. Josh Hawley's style of heavy-handed regulation is what killed Detroit, distracted phone companies, inflated health-care costs, and wrecked education. Don't let it kneecap the internet, writes @andykessler  via @WSJ",Toomas Hendrik Ilves
"Meanwhile, the Dayton, Ohio, shooter had a history of supporting political figures like Bernie Sanders, Elizabeth Warren, and ANTIFA. @OANN  I hope other news outlets will report this as opposed to Fake News. Thank you!",Donald J. Trump
Looking forward to being with great leaders in France! Leaving soon.,Donald J. Trump
The Baltics and Russia: Neighbors that Rarely Meet   via @IRIglobal,Toomas Hendrik Ilves
"Lawfare Resources on Right-Wing Extremism, Domestic Terrorism and De-platforming - Lawfare",Toomas Hendrik Ilves
"Tonight, the President will lay out how he plans to fight for middle-class families. Say you'll stand alongside him:",Barack Obama
Estonia as an international cybersecurity leader - e-Estonia,Toomas Hendrik Ilves
"I don't know what it's going to take. A lot of Democratic run cities all over America look like this, it's not just Baltimore, unfortunately. Kimberly Klacik, Baltimore journalist  Remember, Vote for Trump, what the h.... do you have to lose? Best unemployment numbers!",Donald J. Trump
On his motor tricycle again I see.,Toomas Hendrik Ilves
Let's go.  #Obamacare,Barack Obama
This should have been over with after the Mueller Report came out. @guypbenson @FoxNews,Donald J. Trump
Audio Suggests Secret Plan for Russians to Fund Party of Italy's Salvini,Toomas Hendrik Ilves
"By one of the US's most accomplished and longest serving diplomats, Dan Fried.",Toomas Hendrik Ilves
"Over the past five years, our businesses have created more than 11 million new jobs. -President Obama #SOTU",Barack Obama
ICYMI: 57 months of job growth = the longest streak on record. Read more:,Barack Obama
I hope Congress joins us in this national movement to protect the privacy of our children. -President Obama #Cybersecurity,Barack Obama
"The United States is learning much from the failed missile explosion in Russia. We have similar, though more advanced, technology. The Russian Skyfall explosion has people worried about the air around the facility, and far beyond. Not good!",Donald J. Trump
Some really big Court wins on the Border lately!,Donald J. Trump
Paid leave should be a right for all workers-not just a privilege. Let's #LeadOnLeave. #SOTU,Barack Obama
Watch the weekly address-tell your friends and family to #GetCovered and #StayCovered:,Barack Obama
A college drop-out appointed to oversee scholars defines the Zeitgeist.,Toomas Hendrik Ilves
WATCH: The President calls on the Senate to stop playing politics and confirm Loretta Lynch as Attorney General.,Barack Obama
Ad Tool Facebook Built to Fight Disinformation Doesn't Work as Advertised,Toomas Hendrik Ilves
What Moscow Mitch wants: An election overrun by trolls and plunged into chaos,Toomas Hendrik Ilves
